date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:07:03	25138/25138	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:01%20GMT	https://www.diccionario-medico.com.ar/letrai-c-770.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrai-c-770.html	(from https://www.diccionario-medico.com.ar/)
00:07:04	22221/22221	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:02%20GMT	https://www.diccionario-medico.com.ar/letraj-c-771.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letraj-c-771.html	(from https://www.diccionario-medico.com.ar/)
00:07:05	21905/21905	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:02%20GMT	https://www.diccionario-medico.com.ar/letrak-c-772.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrak-c-772.html	(from https://www.diccionario-medico.com.ar/)
00:07:06	28250/28250	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:03%20GMT	https://www.diccionario-medico.com.ar/letral-c-773.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letral-c-773.html	(from https://www.diccionario-medico.com.ar/)
00:07:07	28393/28393	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:05%20GMT	https://www.diccionario-medico.com.ar/letram-c-774.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letram-c-774.html	(from https://www.diccionario-medico.com.ar/)
00:07:08	28252/28252	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:06%20GMT	https://www.diccionario-medico.com.ar/letran-c-775.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letran-c-775.html	(from https://www.diccionario-medico.com.ar/)
00:07:09	28282/28282	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:07%20GMT	https://www.diccionario-medico.com.ar/letrao-c-776.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrao-c-776.html	(from https://www.diccionario-medico.com.ar/)
00:07:10	28651/28651	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:08%20GMT	https://www.diccionario-medico.com.ar/letrap-c-777.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrap-c-777.html	(from https://www.diccionario-medico.com.ar/)
00:07:11	23689/23689	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:08%20GMT	https://www.diccionario-medico.com.ar/letraq-c-778.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letraq-c-778.html	(from https://www.diccionario-medico.com.ar/)
00:07:12	24400/24400	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:10%20GMT	https://www.diccionario-medico.com.ar/letrar-c-779.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrar-c-779.html	(from https://www.diccionario-medico.com.ar/)
00:07:13	28209/28209	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:11%20GMT	https://www.diccionario-medico.com.ar/letras-c-780.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letras-c-780.html	(from https://www.diccionario-medico.com.ar/)
00:07:14	28394/28394	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:11%20GMT	https://www.diccionario-medico.com.ar/letrat-c-781.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrat-c-781.html	(from https://www.diccionario-medico.com.ar/)
00:07:15	22759/22759	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:13%20GMT	https://www.diccionario-medico.com.ar/letrau-c-782.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrau-c-782.html	(from https://www.diccionario-medico.com.ar/)
00:07:16	22768/22768	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:13%20GMT	https://www.diccionario-medico.com.ar/letrav-c-783.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrav-c-783.html	(from https://www.diccionario-medico.com.ar/)
00:07:17	21251/21251	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:15%20GMT	https://www.diccionario-medico.com.ar/letraw-c-784.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letraw-c-784.html	(from https://www.diccionario-medico.com.ar/)
00:07:18	22950/22950	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:16%20GMT	https://www.diccionario-medico.com.ar/letrax-c-785.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letrax-c-785.html	(from https://www.diccionario-medico.com.ar/)
00:07:19	21685/21685	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:17%20GMT	https://www.diccionario-medico.com.ar/letray-c-786.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letray-c-786.html	(from https://www.diccionario-medico.com.ar/)
00:07:20	22037/22037	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:17%20GMT	https://www.diccionario-medico.com.ar/letraz-c-787.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/letraz-c-787.html	(from https://www.diccionario-medico.com.ar/)
00:07:21	39709/39709	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:19%20GMT	https://www.diccionario-medico.com.ar/index.php	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/index-2.html	(from https://www.diccionario-medico.com.ar/)
00:07:26	25439/25439	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:24%20GMT	https://www.diccionario-medico.com.ar/advanced_search.php	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/advanced_search.html	(from https://www.diccionario-medico.com.ar/)
00:07:27	22595/22595	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:25%20GMT	https://www.diccionario-medico.com.ar/abiotrofia-p-1354.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/abiotrofia-p-1354.html	(from https://www.diccionario-medico.com.ar/)
00:07:28	22653/22653	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:26%20GMT	https://www.diccionario-medico.com.ar/kwashiokor-p-1353.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/kwashiokor-p-1353.html	(from https://www.diccionario-medico.com.ar/)
00:07:29	22854/22854	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:27%20GMT	https://www.diccionario-medico.com.ar/kalaazarleishmaniasis-p-1351.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/kalaazarleishmaniasis-p-1351.html	(from https://www.diccionario-medico.com.ar/)
00:07:30	22598/22598	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:27%20GMT	https://www.diccionario-medico.com.ar/joroba-p-1350.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/joroba-p-1350.html	(from https://www.diccionario-medico.com.ar/)
00:07:31	22681/22681	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:28%20GMT	https://www.diccionario-medico.com.ar/juanete-p-1349.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/juanete-p-1349.html	(from https://www.diccionario-medico.com.ar/)
00:07:32	22622/22622	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:30%20GMT	https://www.diccionario-medico.com.ar/jaqueca-p-1347.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/jaqueca-p-1347.html	(from https://www.diccionario-medico.com.ar/)
00:07:33	22493/22493	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:31%20GMT	https://www.diccionario-medico.com.ar/tropismo-p-1346.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/tropismo-p-1346.html	(from https://www.diccionario-medico.com.ar/)
00:07:34	22493/22493	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:32%20GMT	https://www.diccionario-medico.com.ar/tropismo-p-1345.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/tropismo-p-1345.html	(from https://www.diccionario-medico.com.ar/)
00:07:35	23187/23187	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:33%20GMT	https://www.diccionario-medico.com.ar/azospermicoazoospermico-p-1344.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/azospermicoazoospermico-p-1344.html	(from https://www.diccionario-medico.com.ar/)
00:07:36	22577/22577	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:34%20GMT	https://www.diccionario-medico.com.ar/zoster-p-1343.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/zoster-p-1343.html	(from https://www.diccionario-medico.com.ar/)
00:07:37	22685/22685	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:34%20GMT	https://www.diccionario-medico.com.ar/zona-p-1342.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/zona-p-1342.html	(from https://www.diccionario-medico.com.ar/)
00:07:38	22596/22596	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:35%20GMT	https://www.diccionario-medico.com.ar/zoonosis-p-1341.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/zoonosis-p-1341.html	(from https://www.diccionario-medico.com.ar/)
00:07:39	22671/22671	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:36%20GMT	https://www.diccionario-medico.com.ar/yodo-p-1340.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/yodo-p-1340.html	(from https://www.diccionario-medico.com.ar/)
00:07:40	22650/22650	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:38%20GMT	https://www.diccionario-medico.com.ar/xifoides-p-1339.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xifoides-p-1339.html	(from https://www.diccionario-medico.com.ar/)
00:07:41	22529/22529	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:38%20GMT	https://www.diccionario-medico.com.ar/xerosis-p-1338.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xerosis-p-1338.html	(from https://www.diccionario-medico.com.ar/)
00:07:42	22555/22555	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:39%20GMT	https://www.diccionario-medico.com.ar/xeromicteria-p-1337.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xeromicteria-p-1337.html	(from https://www.diccionario-medico.com.ar/)
00:07:43	22691/22691	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:41%20GMT	https://www.diccionario-medico.com.ar/xeroftalmia-p-1336.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xeroftalmia-p-1336.html	(from https://www.diccionario-medico.com.ar/)
00:07:44	22583/22583	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:42%20GMT	https://www.diccionario-medico.com.ar/xeroderma-p-1335.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xeroderma-p-1335.html	(from https://www.diccionario-medico.com.ar/)
00:07:45	22530/22530	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:43%20GMT	https://www.diccionario-medico.com.ar/xantosis-p-1334.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xantosis-p-1334.html	(from https://www.diccionario-medico.com.ar/)
00:07:46	22583/22583	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:43%20GMT	https://www.diccionario-medico.com.ar/xantopsia-p-1333.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xantopsia-p-1333.html	(from https://www.diccionario-medico.com.ar/)
00:07:47	22568/22568	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:44%20GMT	https://www.diccionario-medico.com.ar/xantoma-p-1332.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/xantoma-p-1332.html	(from https://www.diccionario-medico.com.ar/)
00:07:48	22760/22760	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:46%20GMT	https://www.diccionario-medico.com.ar/vitamina-p-1331.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/vitamina-p-1331.html	(from https://www.diccionario-medico.com.ar/)
00:07:49	22513/22513	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:46%20GMT	https://www.diccionario-medico.com.ar/virus-p-1330.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/virus-p-1330.html	(from https://www.diccionario-medico.com.ar/)
00:07:50	22572/22572	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:48%20GMT	https://www.diccionario-medico.com.ar/virosis-p-1329.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/virosis-p-1329.html	(from https://www.diccionario-medico.com.ar/)
00:07:51	22574/22574	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:48%20GMT	https://www.diccionario-medico.com.ar/virologia-p-1328.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/virologia-p-1328.html	(from https://www.diccionario-medico.com.ar/)
00:07:52	22598/22598	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:50%20GMT	https://www.diccionario-medico.com.ar/venereologia-p-1327.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/venereologia-p-1327.html	(from https://www.diccionario-medico.com.ar/)
00:07:53	22608/22608	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:51%20GMT	https://www.diccionario-medico.com.ar/varicocele-p-1326.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/varicocele-p-1326.html	(from https://www.diccionario-medico.com.ar/)
00:07:54	22548/22548	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:52%20GMT	https://www.diccionario-medico.com.ar/vaginitis-p-1325.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/vaginitis-p-1325.html	(from https://www.diccionario-medico.com.ar/)
00:07:55	22673/22673	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:52%20GMT	https://www.diccionario-medico.com.ar/usagre-p-1324.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/usagre-p-1324.html	(from https://www.diccionario-medico.com.ar/)
00:07:56	22641/22641	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:54%20GMT	https://www.diccionario-medico.com.ar/uroscopia-p-1323.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/uroscopia-p-1323.html	(from https://www.diccionario-medico.com.ar/)
00:07:57	22543/22543	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:54%20GMT	https://www.diccionario-medico.com.ar/uretrostenosis-p-1322.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/uretrostenosis-p-1322.html	(from https://www.diccionario-medico.com.ar/)
00:07:58	22561/22561	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:55%20GMT	https://www.diccionario-medico.com.ar/uretritis-p-1321.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/uretritis-p-1321.html	(from https://www.diccionario-medico.com.ar/)
00:07:59	22569/22569	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:56%20GMT	https://www.diccionario-medico.com.ar/uretra-p-1320.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/uretra-p-1320.html	(from https://www.diccionario-medico.com.ar/)
00:08:00	22565/22565	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:57%20GMT	https://www.diccionario-medico.com.ar/ureter-p-1319.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/ureter-p-1319.html	(from https://www.diccionario-medico.com.ar/)
00:08:01	22757/22757	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:07:59%20GMT	https://www.diccionario-medico.com.ar/uremia-p-1318.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/uremia-p-1318.html	(from https://www.diccionario-medico.com.ar/)
00:08:02	22670/22670	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:00%20GMT	https://www.diccionario-medico.com.ar/tuberculosis-p-1317.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/tuberculosis-p-1317.html	(from https://www.diccionario-medico.com.ar/)
00:08:03	22567/22567	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:01%20GMT	https://www.diccionario-medico.com.ar/trombosis-p-1316.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trombosis-p-1316.html	(from https://www.diccionario-medico.com.ar/)
00:08:04	22593/22593	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:02%20GMT	https://www.diccionario-medico.com.ar/tromboflebitis-p-1315.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/tromboflebitis-p-1315.html	(from https://www.diccionario-medico.com.ar/)
00:08:05	22598/22598	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:02%20GMT	https://www.diccionario-medico.com.ar/trombocitopenia-p-1314.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trombocitopenia-p-1314.html	(from https://www.diccionario-medico.com.ar/)
00:08:06	22575/22575	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:03%20GMT	https://www.diccionario-medico.com.ar/trombocito-p-1313.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trombocito-p-1313.html	(from https://www.diccionario-medico.com.ar/)
00:08:07	22617/22617	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:04%20GMT	https://www.diccionario-medico.com.ar/tromboangitis-p-1312.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/tromboangitis-p-1312.html	(from https://www.diccionario-medico.com.ar/)
00:08:08	22527/22527	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:05%20GMT	https://www.diccionario-medico.com.ar/trombo-p-1311.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trombo-p-1311.html	(from https://www.diccionario-medico.com.ar/)
00:08:09	22544/22544	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:07%20GMT	https://www.diccionario-medico.com.ar/trofologia-p-1310.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trofologia-p-1310.html	(from https://www.diccionario-medico.com.ar/)
00:08:10	22524/22524	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:08%20GMT	https://www.diccionario-medico.com.ar/trofico-p-1309.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trofico-p-1309.html	(from https://www.diccionario-medico.com.ar/)
00:08:11	22680/22680	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:08%20GMT	https://www.diccionario-medico.com.ar/trocisco-p-1308.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trocisco-p-1308.html	(from https://www.diccionario-medico.com.ar/)
00:08:12	22659/22659	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:09%20GMT	https://www.diccionario-medico.com.ar/troconter-p-1307.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/troconter-p-1307.html	(from https://www.diccionario-medico.com.ar/)
00:08:13	22579/22579	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:10%20GMT	https://www.diccionario-medico.com.ar/trisomia-p-1306.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trisomia-p-1306.html	(from https://www.diccionario-medico.com.ar/)
00:08:14	22590/22590	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:12%20GMT	https://www.diccionario-medico.com.ar/trismo-p-1305.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/trismo-p-1305.html	(from https://www.diccionario-medico.com.ar/)
00:08:15	22581/22581	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:12%20GMT	https://www.diccionario-medico.com.ar/espermatorrea-p-568.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/espermatorrea-p-568.html	(from https://www.diccionario-medico.com.ar/)
00:08:16	22519/22519	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:14%20GMT	https://www.diccionario-medico.com.ar/diacodion-p-387.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/diacodion-p-387.html	(from https://www.diccionario-medico.com.ar/)
00:08:17	22590/22590	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:14%20GMT	https://www.diccionario-medico.com.ar/astrogalo-p-150.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/astrogalo-p-150.html	(from https://www.diccionario-medico.com.ar/)
00:08:18	22584/22584	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:16%20GMT	https://www.diccionario-medico.com.ar/mastectomia-p-873.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/mastectomia-p-873.html	(from https://www.diccionario-medico.com.ar/)
00:08:19	22531/22531	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:17%20GMT	https://www.diccionario-medico.com.ar/mesotorax-p-903.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/mesotorax-p-903.html	(from https://www.diccionario-medico.com.ar/)
00:08:20	22570/22570	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202022%2006:08:18%20GMT	https://www.diccionario-medico.com.ar/talasoterapia-p-1246.html	/home/m0rniac/Desktop/HTML/DICTIONARY/www.diccionario-medico.com.ar/talasoterapia-p-1246.html	(from https://www.diccionario-medico.com.ar/)
